index,category,test_no,command_kor,connected_devices,options,gt1,gt2,gt3,command_eng
99,4,342,"실시간으로 확인하여 움직임이 감지되면 5초 대기 후 조명을 켜고, 10초 후 커튼을 열고, 15초 후 펌프가 꺼져 있으면 펌프를 켜 줘.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until((#MotionSensor).motionSensor_motion == \""active\"")\n(#Clock).clock_delay(5000)\n(#Light).switch_on()\n(#Clock).clock_delay(10000)\n(#Curtain).curtain_open()\n(#Clock).clock_delay(15000)\nif ((#Pump).switch_switch == \""off\"") {\n  (#Pump).switch_on()\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""
 if ((#MotionSensor).motionSensor_motion == \""active\"") {
 (#Clock).clock_delay(5000)
 (#Light).switch_on()
 (#Clock).clock_delay(10000)
 (#Curtain).curtain_open()
 (#Clock).clock_delay(15000)
 if ((#Pump).switch_switch == \""off\"") {
 (#Pump).switch_on()
 }
 }
 ""}","{'name': 'Scenario', 'cron': '', 'period': 100, 'code': ""if ((#MotionSensor).motionSensor_motion == 'active') {\n(#Clock).clock_delay(5000)\n(#Light).switch_on()\n(#Clock).clock_delay(10000)\n(#Curtain).curtain_open()\nif ((#Pump).pump_pump == 'closed') {\n(#Pump).switch_on()\n}\n}""}","Check in real-time and turn on the lights after 5 seconds if motion is detected, open the curtains after 10 seconds, turn on the pump if it's off after 15 seconds."
106,8,357,그룹2번이 하나라도 80을 초과하면 그룹2번은 꺼줘.,"{
  ""Group1_TemperatureSensor_Left"": {
  ""category"": ""TemperatureSensor"",
  ""tags"": [""Group1"", ""Left"", ""TemperatureSensor""]
  },
  ""Group1_TemperatureSensor_Right"": {
  ""category"": ""TemperatureSensor"",
  ""tags"": [""Group1"", ""Right"", ""TemperatureSensor""]
  },
  ""Group1_TemperatureSensor_Center"": {
  ""category"": ""TemperatureSensor"",
  ""tags"": [""Group1"", ""Center"", ""TemperatureSensor""]
  },
  ""Group1_TemperatureSensor_Upper_Left"": {
  ""category"": ""TemperatureSensor"",
  ""tags"": [""Group1"", ""Upper"", ""Left"", ""TemperatureSensor""]
  },
  ""Group1_TemperatureSensor_Lower_Right"": {
  ""category"": ""TemperatureSensor"",
  ""tags"": [""Group1"", ""Lower"", ""Right"", ""TemperatureSensor""]
  },
 
  ""Group2_HumiditySensor_Left"": {
  ""category"": ""HumiditySensor"",
  ""tags"": [""Group2"", ""Left"", ""HumiditySensor""]
  },
  ""Group2_HumiditySensor_Right"": {
  ""category"": ""HumiditySensor"",
  ""tags"": [""Group2"", ""Right"", ""HumiditySensor""]
  },
  ""Group2_HumiditySensor_Center"": {
  ""category"": ""HumiditySensor"",
  ""tags"": [""Group2"", ""Center"", ""HumiditySensor""]
  },
  ""Group2_HumiditySensor_Upper_Left"": {
  ""category"": ""HumiditySensor"",
  ""tags"": [""Group2"", ""Upper"", ""Left"", ""HumiditySensor""]
  },
  ""Group2_HumiditySensor_Lower_Right"": {
  ""category"": ""HumiditySensor"",
  ""tags"": [""Group2"", ""Lower"", ""Right"", ""HumiditySensor""]
  },
 
  ""Group2_Irrigator_Left"": {
  ""category"": ""Irrigator"",
  ""tags"": [""Group2"", ""Left"", ""Irrigator""]
  },
  ""Group2_Irrigator_Right"": {
  ""category"": ""Irrigator"",
  ""tags"": [""Group2"", ""Right"", ""Irrigator""]
  },
  ""Group2_Irrigator_Center"": {
  ""category"": ""Irrigator"",
  ""tags"": [""Group2"", ""Center"", ""Irrigator""]
  },
  ""Group2_Irrigator_Upper_Center"": {
  ""category"": ""Irrigator"",
  ""tags"": [""Group2"", ""Upper"", ""Center"", ""Irrigator""]
  },
  ""Group2_Irrigator_Lower_Left"": {
  ""category"": ""Irrigator"",
  ""tags"": [""Group2"", ""Lower"", ""Left"", ""Irrigator""]
  },
  ""Group3_TemperatureSensor_Center"": {
  ""category"": ""TemperatureSensor"",
  ""tags"": [""Group3"", ""Center"", ""TemperatureSensor""]
  },
  ""Group3_HumiditySensor_Upper_Right"": {
  ""category"": ""HumiditySensor"",
  ""tags"": [""Group3"", ""Upper"", ""Right"", ""HumiditySensor""]
  },
  ""Group3_Irrigator_Lower_Right"": {
  ""category"": ""Irrigator"",
  ""tags"": [""Group3"", ""Lower"", ""Right"", ""Irrigator""]
  },
  ""Group3_HumiditySensor_Lower_Left"": {
  ""category"": ""HumiditySensor"",
  ""tags"": [""Group3"", ""Lower"", ""Left"", ""HumiditySensor""]
  },
  ""Group3_Irrigator_Upper_Left"": {
  ""category"": ""Irrigator"",
  ""tags"": [""Group3"", ""Upper"", ""Left"", ""Irrigator""]
  }
 }",,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until(any(#Group2).relativeHumidityMeasurement_humidity > 80) {\n  (#Group2).switch_off()\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if(any(#Group2).relativeHumidityMeasurement_humidity > 80) {\n (#Group2).switch_off()\n}""}","{'name': 'Scenario', 'cron': '', 'period': -1, 'code': 'wait until(any(#Group2 #HumiditySensor).relativeHumidityMeasurement_humidity > 80)\nall(#Group2 #Irrigator).switch_off()'}","If any sensor in Group 2 goes over 80, turn off Group 2."
130,8,401,벽에 있는 홀수 태그가 붙은 모든 블라인드가 열려 있으면 조명을 꺼 줘.,"{
  ""SectorA_Fan_Odd_Left"": {
  ""category"": ""Fan"",
  ""tags"": [""SectorA"", ""Odd"", ""Left"", ""Fan""]
  },
  ""SectorA_Fan_Even_Right"": {
  ""category"": ""Fan"",
  ""tags"": [""SectorA"", ""Even"", ""Right"", ""Fan""]
  },
  ""SectorB_Window_Odd_Left"": {
  ""category"": ""Window"",
  ""tags"": [""SectorB"", ""Odd"", ""Left"", ""Window""]
  },
  ""SectorB_Window_Even_Right"": {
  ""category"": ""Window"",
  ""tags"": [""SectorB"", ""Even"", ""Right"", ""Window""]
  },
  ""SectorC_Curtain_Left"": {
  ""category"": ""Curtain"",
  ""tags"": [""SectorC"", ""Left"", ""Curtain""]
  },
  ""SectorC_Curtain_Right"": {
  ""category"": ""Curtain"",
  ""tags"": [""SectorC"", ""Right"", ""Curtain""]
  },
  ""Group1_HumiditySensor_Left"": {
  ""category"": ""HumiditySensor"",
  ""tags"": [""Group1"", ""Left"", ""HumiditySensor""]
  },
  ""Group2_HumiditySensor_Right"": {
  ""category"": ""HumiditySensor"",
  ""tags"": [""Group2"", ""Right"", ""HumiditySensor""]
  },
  ""SectorA_Light_Upper"": {
  ""category"": ""Light"",
  ""tags"": [""SectorA"", ""Upper"", ""Light""]
  },
  ""SectorB_Light_Lower"": {
  ""category"": ""Light"",
  ""tags"": [""SectorB"", ""Lower"", ""Light""]
  },
  ""Room1_Blind_Wall_Odd"": {
  ""category"": ""Blind"",
  ""tags"": [""Room1"", ""Wall"", ""Odd"", ""Blind""]
  },
  ""Room1_Blind_Wall_Even"": {
  ""category"": ""Blind"",
  ""tags"": [""Room1"", ""Wall"", ""Even"", ""Blind""]
  },
  ""SectorA_Blind_Left_Odd"": {
  ""category"": ""Blind"",
  ""tags"": [""SectorA"", ""Left"", ""Odd"", ""Blind""]
  },
  ""SectorA_Blind_Right_Even"": {
  ""category"": ""Blind"",
  ""tags"": [""SectorA"", ""Right"", ""Even"", ""Blind""]
  },
  ""SectorB_Blind_Wall_Even"": {
  ""category"": ""Blind"",
  ""tags"": [""SectorB"", ""Wall"", ""Even"", ""Blind""]
  },
  ""SectorC_Blind_Wall_Odd"": {
  ""category"": ""Blind"",
  ""tags"": [""SectorC"", ""Wall"", ""Odd"", ""Blind""]
  },
  ""SectorC_Blind_Center_Odd"": {
  ""category"": ""Blind"",
  ""tags"": [""SectorC"", ""Center"", ""Odd"", ""Blind""]
  },
  ""SectorB_Blind_Center_Even"": {
  ""category"": ""Blind"",
  ""tags"": [""SectorB"", ""Center"", ""Even"", ""Blind""]
  },
  ""SectorA_Speaker_Even_Left"": {
  ""category"": ""Speaker"",
  ""tags"": [""SectorA"", ""Even"", ""Left"", ""Speaker""]
  },
  ""SectorB_Speaker_Odd_Right"": {
  ""category"": ""Speaker"",
  ""tags"": [""SectorB"", ""Odd"", ""Right"", ""Speaker""]
  }
 }",,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (all(#Wall #Odd #Blind).blind_blind == \""open\"") {\n  (#Light).switch_off()\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (all(#Blind #Odd).blind_blind == \""open\"") {\n (#Light).switch_off()\n}""}","{'name': 'Scenario', 'cron': '', 'period': -1, 'code': ""if (all(#Odd #Wall #Blind).blind_blind == 'open') {\n(#Light).switch_off()\n}""}","If all odd-tagged blinds on the wall are open, turn off the lights."
113,5,370,"실시간으로 확인하여 창문이 열려 있으면 블라인드를 닫고, 창문이 닫혀 있으면 커튼을 열어 줘. 또한 실시간으로 확인하여 알람의 사이렌이 울리고 있지 않다면 즉시 알람의 사이렌을 울려 줘.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""window_status = (#Window).windowControl_window\nif (window_status == \""open\"") {\n  (#Blind).blind_close()\n} else if (window_status == \""closed\"") {\n  (#Curtain).curtain_open()\n}\nalarm_status = (#Alarm).alarm_alarm\nif ((alarm_status != \""siren\"") and (alarm_status != \""both\"")) {\n  (#Alarm).alarm_siren()\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""
 if ((#Window).windowControl_window == \""open\"") {
 (#Blind).blind_close()
 } else if ((#Window).windowControl_window == \""closed\"") {
 (#Curtain).curtain_open()
 }
 if ((#Alarm).alarm_alarm != \""siren\"") {
 (#Alarm).alarm_siren()
 }
 ""}","{'name': 'Scenario', 'cron': '', 'period': 100, 'code': ""if ((#Window).windowControl_window == 'open') {\n(#Blind).blind_close()\n} else if ((#Window).windowControl_window == 'closed') {\n(#Curtain).curtain_open()\n}\nif ((#Alarm).alarm_alarm != 'siren') {\n(#Alarm).alarm_siren()\n}""}","Check in real time. if the window is open, close the blinds. if it is closed, open the curtains. Also, if the alarm's siren is not sounding, sound it immediately."
163,8,452,상단부가 모두 꺼져있거나 닫혀있으면 모두 꺼줘.,"{
  ""Light_Upper_Left"": {
  ""category"": ""Light"",
  ""tags"": [""Upper"", ""Left"", ""Light""]
  },
  ""Light_Upper_Right"": {
  ""category"": ""Light"",
  ""tags"": [""Upper"", ""Right"", ""Light""]
  },
  ""Light_Upper_Center"": {
  ""category"": ""Light"",
  ""tags"": [""Upper"", ""Center"", ""Light""]
  },
  ""Light_Lower_Left"": {
  ""category"": ""Light"",
  ""tags"": [""Lower"", ""Left"", ""Light""]
  },
  ""Light_Lower_Right"": {
  ""category"": ""Light"",
  ""tags"": [""Lower"", ""Right"", ""Light""]
  },
  ""Light_Lower_Center"": {
  ""category"": ""Light"",
  ""tags"": [""Lower"", ""Center"", ""Light""]
  },
  ""Curtain_Upper_Left"": {
  ""category"": ""Curtain"",
  ""tags"": [""Upper"", ""Left"", ""Curtain""]
  },
  ""Curtain_Upper_Right"": {
  ""category"": ""Curtain"",
  ""tags"": [""Upper"", ""Right"", ""Curtain""]
  },
  ""Curtain_Upper_Center"": {
  ""category"": ""Curtain"",
  ""tags"": [""Upper"", ""Center"", ""Curtain""]
  },
  ""Curtain_Lower_Left"": {
  ""category"": ""Curtain"",
  ""tags"": [""Lower"", ""Left"", ""Curtain""]
  },
  ""Curtain_Lower_Right"": {
  ""category"": ""Curtain"",
  ""tags"": [""Lower"", ""Right"", ""Curtain""]
  },
  ""Curtain_Lower_Center"": {
  ""category"": ""Curtain"",
  ""tags"": [""Lower"", ""Center"", ""Curtain""]
  },
  ""Speaker_Upper_Left"": {
  ""category"": ""Speaker"",
  ""tags"": [""Upper"", ""Left"", ""Speaker""]
  },
  ""Speaker_Upper_Right"": {
  ""category"": ""Speaker"",
  ""tags"": [""Upper"", ""Right"", ""Speaker""]
  },
  ""Speaker_Upper_Center"": {
  ""category"": ""Speaker"",
  ""tags"": [""Upper"", ""Center"", ""Speaker""]
  },
  ""Speaker_Lower_Left"": {
  ""category"": ""Speaker"",
  ""tags"": [""Lower"", ""Left"", ""Speaker""]
  },
  ""Speaker_Lower_Right"": {
  ""category"": ""Speaker"",
  ""tags"": [""Lower"", ""Right"", ""Speaker""]
  },
  ""Speaker_Lower_Center"": {
  ""category"": ""Speaker"",
  ""tags"": [""Lower"", ""Center"", ""Speaker""]
  }
 }",,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((all(#Upper).switch_switch == \""off\"") and (all(#Upper).curtain_curtain == \""closed\"")) {\n  (#Upper).switch_off()\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (all(#Upper).switch_switch == \""off\"" or all(#Upper).windowControl_window == \""closed\"") {\n all(#Upper).switch_off()\n}""}","{'name': 'Scenario', 'cron': '', 'period': -1, 'code': ""if ((all(#Upper #Light).switch_switch == 'off') or (all(#Upper #Curtain).curtain_curtain == 'closed')) {\n    all(#Upper #Light).switch_off()\n    all(#Upper #Curtain).curtain_close()\n    all(#Upper #Speaker).switch_off()\n}""}","If everything in the upper area is either off or closed, turn off everything in the upper area."
131,8,402,상단부에 있거나 섹터 에이에 있는 조명 중 하나가 켜져 있으면 선풍기를 모두 켜 줘.,"{
  ""SectorA_Light_Upper_Left"": {
  ""category"": ""Light"",
  ""tags"": [""SectorA"", ""Upper"", ""Left"", ""Light""]
  },
  ""SectorA_Light_Upper_Right"": {
  ""category"": ""Light"",
  ""tags"": [""SectorA"", ""Upper"", ""Right"", ""Light""]
  },
  ""SectorA_Light_Lower_Center"": {
  ""category"": ""Light"",
  ""tags"": [""SectorA"", ""Lower"", ""Center"", ""Light""]
  },
  ""SectorB_Light_Upper_Left"": {
  ""category"": ""Light"",
  ""tags"": [""SectorB"", ""Upper"", ""Left"", ""Light""]
  },
  ""SectorB_Light_Upper_Right"": {
  ""category"": ""Light"",
  ""tags"": [""SectorB"", ""Upper"", ""Right"", ""Light""]
  },
  ""SectorB_Light_Lower_Center"": {
  ""category"": ""Light"",
  ""tags"": [""SectorB"", ""Lower"", ""Center"", ""Light""]
  },
  ""SectorA_Fan_Upper_Left"": {
  ""category"": ""Fan"",
  ""tags"": [""SectorA"", ""Upper"", ""Left"", ""Fan""]
  },
  ""SectorA_Fan_Upper_Right"": {
  ""category"": ""Fan"",
  ""tags"": [""SectorA"", ""Upper"", ""Right"", ""Fan""]
  },
  ""SectorA_Fan_Lower_Center"": {
  ""category"": ""Fan"",
  ""tags"": [""SectorA"", ""Lower"", ""Center"", ""Fan""]
  },
  ""SectorB_Fan_Upper_Left"": {
  ""category"": ""Fan"",
  ""tags"": [""SectorB"", ""Upper"", ""Left"", ""Fan""]
  },
  ""SectorB_Fan_Upper_Right"": {
  ""category"": ""Fan"",
  ""tags"": [""SectorB"", ""Upper"", ""Right"", ""Fan""]
  },
  ""SectorB_Fan_Lower_Center"": {
  ""category"": ""Fan"",
  ""tags"": [""SectorB"", ""Lower"", ""Center"", ""Fan""]
  },
  ""SectorA_Light_Lower_Left"": {
  ""category"": ""Light"",
  ""tags"": [""SectorA"", ""Lower"", ""Left"", ""Light""]
  },
  ""SectorB_Light_Lower_Right"": {
  ""category"": ""Light"",
  ""tags"": [""SectorB"", ""Lower"", ""Right"", ""Light""]
  },
  ""SectorA_Fan_Lower_Right"": {
  ""category"": ""Fan"",
  ""tags"": [""SectorA"", ""Lower"", ""Right"", ""Fan""]
  },
  ""SectorB_Fan_Lower_Left"": {
  ""category"": ""Fan"",
  ""tags"": [""SectorB"", ""Lower"", ""Left"", ""Fan""]
  }
 }",,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((any(#Upper #Light).switch_switch == \""on\"") or (any(#SectorA #Light).switch_switch == \""on\"")) {\n  all(#Fan).switch_on()\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((any(#Top).switch_switch == \""on\"") or (any(#SectorA).switch_switch == \""on\"")) {\n all(#Fan).switch_on()\n}""}","{'name': 'Scenario', 'cron': '', 'period': -1, 'code': ""if (((any(#Upper #Light).switch_switch == 'on') or (any(#SectorA #Light).switch_switch == 'on'))) {\n    all(#Fan).switch_on()\n}""}","If any of the lights at the top or in sector A are on, turn on all the fans."
152,1,441,알람과 사이렌의 알람과 경광등을 모두 꺼줘.,"{
  ""sector1_alarm_left"": {
  ""category"": ""Alarm"",
  ""tags"": [""sector1"", ""left"", ""Alarm""]
  },
  ""sector1_alarm_right"": {
  ""category"": ""Siren"",
  ""tags"": [""sector1"", ""right"", ""Siren""]
  },
  ""sector1_alarm_center"": {
  ""category"": ""Alarm"",
  ""tags"": [""sector1"", ""center"", ""Alarm""]
  },
  ""sector2_alarm_entrance"": {
  ""category"": ""Siren"",
  ""tags"": [""sector2"", ""entrance"", ""Siren""]
  },
  ""sector2_alarm_exit"": {
  ""category"": ""Alarm"",
  ""tags"": [""sector2"", ""exit"", ""Alarm""]
  },
  ""sector2_alarm_top"": {
  ""category"": ""Siren"",
  ""tags"": [""sector2"", ""top"", ""Siren""]
  },
  ""sector3_alarm_left"": {
  ""category"": ""Siren"",
  ""tags"": [""sector3"", ""left"", ""Siren""]
  },
  ""sector3_alarm_right"": {
  ""category"": ""Alarm"",
  ""tags"": [""sector3"", ""right"", ""Alarm""]
  },
  ""sector3_alarm_center"": {
  ""category"": ""Siren"",
  ""tags"": [""sector3"", ""center"", ""Siren""]
  }
 }",,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Alarm).alarm_off()\n(#Alarm).alarm_strobe()\n(#Siren).sirenMode_setSirenMode(\""off\"")""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Alarm).alarm_off()\n(#Alarm).alarm_strobe()\n
(#Siren).sirenMode_setSirenMode(\""off\"")""}","{'name': 'Scenario', 'cron': '', 'period': -1, 'code': '(#Alarm).alarm_both()'}",Turn off the alarms and warning lights of both the alarm device and the siren.
12,1,38,알람을 꺼줘.,"{ 'GreenhouseA_alarm_exit': {'category': 'Alarm', 'tags': ['GreenhouseA', 'exit', 'Alarm']}, 'GreenhouseA_alarm_center': {'category': 'Alarm', 'tags': ['GreenhouseA', 'center', 'Alarm']}}",,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Alarm).alarm_off()""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Alarm).alarm_off()""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Alarm).alarm_off()'}",Turn off the alarm.
52,5,291,알람이 꺼져 있고 조명이 꺼져 있으며 커튼이 열려 있으면 사이렌을 울리고 조명을 켜 줘.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#Alarm).alarm_alarm == \""off\"") and ((#Light).switch_switch == \""off\"") and ((#Curtain).curtain_curtain == \""open\"")) {\n  (#Alarm).alarm_siren()\n  (#Light).switch_on()\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Alarm).alarm_alarm == \""off\"" and (#Light).switch_switch == \""off\"" and (#Curtain).curtain_curtain == \""open\"") {\n  (#Alarm).alarm_siren()\n  (#Light).switch_on()\n}""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': ""if (((#Alarm).alarm_alarm == 'off') and ((#Light).switch_switch == 'off') and ((#Curtain).curtain_curtain == 'open')) {\n    (#Siren).sirenMode_setSirenMode('siren')\n    (#Light).switch_on()\n}""}","If the alarm is off, the lights are off, and the curtains are open, sound the siren and turn on the lights."
75,9,318,"알림이 울리면, 나와 홍길동에게 제목은 알림 발생, 내용은 알림이 울렸습니다라고 작성해서 메일을 보내줘. ",,"[
  {
  ""name"": ""me"",
  ""contact"": ""010-1234-5678"",
  ""email"": ""abcd1234@test.com"",
  ""birthday"": ""1991-03-03""
  },
  {
  ""name"": ""홍길동"",
  ""contact"": ""010-9999-8888"",
  ""email"": ""honggd@test.com"",
  ""birthday"": ""1988-07-15"",
  ""alternate_contact"": ""010-8888-7777""
  },
  {
  ""name"": ""김무개"",
  ""contact"": ""010-7777-6666"",
  ""email"": ""kim@example.com"",
  ""birthday"": ""1990-11-25""
  },
  {
  ""name"": ""장보고"",
  ""contact"": ""010-2222-3333"",
  ""email"": ""jangbogo@naver.com"",
  ""birthday"": ""1985-05-10"",
  ""alternate_contact"": ""010-4444-5555""
  }
 ]","{""name"": ""AlarmAlertEmail"", ""cron"": """", ""period"": -1, ""code"": ""wait until((#Alarm).alarm_alarm == ""siren"")\n(#EmailProvider).emailProvider_sendMailWithFile(""abcd1234@test.com"", ""알림 발생"", ""알림이 울렸습니다."")\n(#EmailProvider).emailProvider_sendMailWithFile(""honggd@test.com"", ""알림 발생"", ""알림이 울렸습니다."")""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""
 wait until ((#Alarm).alarm_alarm == \""siren\"")
 (#EmailProvider).emailProvider_sendMail(\""abcd1234@test.com\"" | \""알림 발생\"" | \""알림이 울렸습니다\"")
 (#EmailProvider).emailProvider_sendMail(\""honggd@test.com\"" | \""알림 발생\"" | \""알림이 울렸습니다\"")
 ""}","{'name': 'Scenario1', 'cron': '', 'period': 100, 'code': ""wait until((#Alarm).alarm_alarm != 'off')\n(#EmailProvider).emailProvider_sendMail('abcd1234@test.com','알림 발생','알림이 울렸습니다')\n(#EmailProvider).emailProvider_sendMail('honggd@test.com','알림 발생','알림이 울렸습니다')""}","When the alarm turns on, send an email to me and Hong Gil-dong with the subject ""Alert Triggered"" and the message ""The alarm has turned on."""
11,1,18,에어컨을 자동 모드로 설정해줘.,"{ 'GreenhouseA_ac_left': {'category': 'AirConditioner', 'tags': ['GreenhouseA', 'left', 'AirConditioner']}, 'GreenhouseA_ac_right': {'category': 'AirConditioner', 'tags': ['GreenhouseA', 'right', 'AirConditioner']}, 'GreenhouseA_ac_center': {'category': 'AirConditioner', 'tags': ['GreenhouseA', 'center', 'AirConditioner']}}",,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#AirConditioner).airConditionerMode_setAirConditionerMode(\""auto\"")""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#AirConditioner).airConditionerMode_setAirConditionerMode(\""auto\"")""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': ""(#AirConditioner).airConditionerMode_setAirConditionerMode('auto')""}",Set the air conditioner to auto mode.
9,2,12,에어컨의 모드가 냉방 모드면 알람의 사이렌을 울려줘.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#AirConditioner).airConditionerMode_airConditionerMode == \""cool\"") {\n  (#Alarm).alarm_siren()\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#AirConditioner).airConditionerMode_airConditionerMode == \""cool\"") {\n (#Alarm).alarm_siren()\n}""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': ""if ((#AirConditioner).airConditionerMode_airConditionerMode == 'cool') {\n    (#Alarm).alarm_siren()\n}""}",Sound the alarm's siren if the air conditioner is in cooling mode.
10,2,13,에어컨의 목표 온도가 30도면 알람의 사이렌을 울려줘.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#AirConditioner).airConditionerMode_targetTemperature == 30) {\n  (#Alarm).alarm_siren()\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#AirConditioner).airConditionerMode_targetTemperature == 30.0) {\n (#Alarm).alarm_siren()\n}""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if ((#AirConditioner).airConditionerMode_targetTemperature == 30) {\n    (#Alarm).alarm_siren()\n}'}",Sound the alarm's siren if the air conditioner's target temperature is 30 degrees.
56,5,296,에어컨이 꺼져 있고 온도가 29도 이상이며 습도가 70% 이상이면 제습기를 제습 모드로 설정하고 켜 줘. 커튼이 열려 있고 조명이 꺼져 있으면 커튼을 닫고 조명을 켜 줘.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#AirConditioner).switch_switch == \""off\"") and ((#TemperatureSensor).temperatureMeasurement_temperature >= 29.0) and ((#HumiditySensor).relativeHumidityMeasurement_humidity >= 70.0)) {\n  
(#Dehumidifier).dehumidifierMode_setDehumidifierMode(\""dehumidifying\"")\n
  (#Dehumidifier).switch_on()\n}\nif (((#Curtain).curtain_curtain == \""open\"") and ((#Light).switch_switch == \""off\"")) {\n
  (#Curtain).curtain_close()\n
  (#Light).switch_on()\n
}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#AirConditioner).switch_switch == \""off\"") and ((#TemperatureSensor).temperatureMeasurement_temperature >= 29.0) and ((#HumiditySensor).relativeHumidityMeasurement_humidity >= 70.0)) {\n (#Dehumidifier).dehumidifierMode_setDehumidifierMode(\""dehumidifying\"")\n (#Dehumidifier).switch_on()\n}\nif (((#Curtain).curtain_curtain == \""open\"") and ((#Light).switch_switch == \""off\"")) {\n (#Curtain).curtain_close()\n (#Light).switch_on()\n}"" }""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': ""if (((#AirConditioner).switch_switch == 'off') and ((#TemperatureSensor).temperatureMeasurement_temperature >= 29) and ((#HumiditySensor).relativeHumidityMeasurement_humidity >= 70)) {\n    (#Dehumidifier).dehumidifierMode_setDehumidifierMode('dehumidifying')\n    (#Dehumidifier).switch_on()\n}\nif (((#Curtain).curtain_curtain == 'open') and ((#Light).switch_switch == 'off')) {\n    (#Curtain).curtain_close()\n    (#Light).switch_on()\n}""}","If the air conditioner is off, the temperature is above 29 degrees, and the humidity is above 70%, set the dehumidifier to dehumidify mode and turn it on. If the curtains are open and the lights are off, close the curtains and turn on the lights."
53,5,292,에어컨이 꺼져 있고 커튼이 닫혀 있으면 에어컨을 켜고 커튼을 열어 줘.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#AirConditioner).switch_switch == \""off\"") and ((#Curtain).curtain_curtain == \""closed\"")) {\n  (#AirConditioner).switch_on()\n  (#Curtain).curtain_open()\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#AirConditioner).switch_switch == \""off\"" and (#Curtain).curtain_curtain == \""closed\"") {\n (#AirConditioner).switch_on()\n (#Curtain).curtain_open()\n}""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': ""if (((#AirConditioner).switch_switch == 'off') and ((#Curtain).curtain_curtain == 'closed')) {\n(#AirConditioner).switch_on()\n(#Curtain).curtain_open()\n}""}","If the air conditioner is off and the curtains are closed, turn on the air conditioner and open the curtains."
